custid	sex	is.employed	income	marital.stat	health.ins	housing.type	recent.move	num.vehicles	age	state.of.res
1303744	M	TRUE	23000	Divorced/Separated	TRUE	Rented	TRUE	2	44	Missouri
1303929	F	FALSE	43400	Never Married	TRUE	Rented	FALSE	1	126.737284407951	West Virginia
1305771	F	TRUE	14400	Never Married	TRUE	Rented	TRUE	1	31	Virginia
1307013	F	NA	0	Widowed	FALSE	Rented	FALSE	5	55	New York
1310634	M	TRUE	18000	Never Married	FALSE	Rented	FALSE	0	24	California
1314429	M	NA	39000	Married	TRUE	Homeowner free and clear	FALSE	2	69	Michigan
1317659	M	TRUE	55000	Married	TRUE	Homeowner with mortgage/loan	FALSE	2	32	Michigan
1321154	F	NA	8000	Widowed	TRUE	NA	NA	NA	83	Montana
1322627	M	NA	20600	Married	TRUE	Homeowner with mortgage/loan	FALSE	2	54	Connecticut
1324576	M	TRUE	30000	Married	TRUE	Homeowner with mortgage/loan	FALSE	1	39	Pennsylvania
1327830	M	NA	47000	Divorced/Separated	TRUE	Homeowner with mortgage/loan	FALSE	1	67	Wisconsin
1328084	F	FALSE	4000	Married	TRUE	Rented	FALSE	2	42	Georgia
1328836	M	NA	54100	Widowed	TRUE	Homeowner free and clear	FALSE	2	86	Kentucky
1329294	M	TRUE	75200	Married	TRUE	Homeowner free and clear	FALSE	2	65	Florida
1329913	F	NA	12400	Divorced/Separated	TRUE	Rented	FALSE	0	64	New York
1333775	M	FALSE	22250	Married	TRUE	Rented	FALSE	3	40	California
1335632	M	TRUE	28500	Divorced/Separated	TRUE	Homeowner with mortgage/loan	FALSE	1	56	Florida
1339166	F	TRUE	40000	Married	TRUE	Homeowner with mortgage/loan	FALSE	3	46	Utah
1342135	F	NA	0	Never Married	TRUE	NA	NA	NA	31	Mississippi
1342272	F	FALSE	1200	Married	FALSE	Rented	FALSE	2	27	Oklahoma
1348440	M	TRUE	213000	Married	TRUE	Homeowner free and clear	FALSE	2	62	New York
1353087	M	NA	0	Never Married	FALSE	NA	NA	NA	25	Idaho
1354211	M	TRUE	136800	Married	TRUE	Homeowner with mortgage/loan	FALSE	3	60	Pennsylvania
1356541	F	NA	0	Never Married	TRUE	Rented	TRUE	1	21	Kentucky
1356693	M	TRUE	50000	Married	TRUE	Homeowner free and clear	FALSE	3	47	Missouri
1358975	F	TRUE	92000	Divorced/Separated	TRUE	Homeowner with mortgage/loan	FALSE	1	46	North Carolina
1359790	M	NA	79950	Married	TRUE	Homeowner free and clear	FALSE	2	67	West Virginia
1359848	F	FALSE	13000	Married	FALSE	Homeowner free and clear	FALSE	4	59	Oregon
1361012	F	NA	255000	Widowed	TRUE	Homeowner free and clear	FALSE	1	113.337207373232	Tennessee
1361709	M	NA	10800	Married	TRUE	Rented	FALSE	2	70	West Virginia
1362854	F	NA	35700	Married	FALSE	Homeowner with mortgage/loan	FALSE	1	28	Illinois
1364327	M	TRUE	30000	Married	TRUE	Rented	FALSE	2	40	Texas
1364927	M	TRUE	160000	Married	TRUE	Homeowner with mortgage/loan	FALSE	2	59	Maine
1366883	F	TRUE	28000	Married	TRUE	Rented	FALSE	1	32	Michigan
1369231	M	NA	252000	Married	TRUE	Homeowner with mortgage/loan	FALSE	2	73	California
1369460	M	FALSE	0	Never Married	FALSE	Homeowner free and clear	FALSE	3	50	North Dakota
1369740	M	NA	48330	Widowed	TRUE	Rented	FALSE	1	64	New York
1370515	F	NA	15300	Married	TRUE	Homeowner with mortgage/loan	FALSE	2	62	Minnesota
1371785	F	TRUE	44900	Divorced/Separated	FALSE	Homeowner with mortgage/loan	FALSE	4	47	Illinois
1372296	F	NA	62000	Widowed	TRUE	Homeowner free and clear	TRUE	1	62	Oklahoma
1375846	F	TRUE	113950	Divorced/Separated	TRUE	Rented	FALSE	2	0	Louisiana
1377197	M	NA	50000	Married	TRUE	Rented	TRUE	2	38	Massachusetts
1377390	M	TRUE	63450	Married	TRUE	Homeowner free and clear	FALSE	3	69	Ohio
1379036	M	FALSE	12000	Divorced/Separated	FALSE	Occupied with no rent	FALSE	2	61	Michigan
1379307	M	NA	0	Never Married	FALSE	NA	NA	NA	23	Minnesota
1380075	F	NA	248500	Widowed	TRUE	Homeowner with mortgage/loan	FALSE	1	81	New Jersey
1386080	F	NA	27000	Divorced/Separated	TRUE	Homeowner free and clear	FALSE	1	65	New York
1386114	M	TRUE	40000	Married	TRUE	Rented	FALSE	2	41	Texas
1386763	F	TRUE	43600	Never Married	TRUE	Rented	TRUE	1	29	Tennessee
1388751	F	FALSE	39000	Married	TRUE	Homeowner with mortgage/loan	FALSE	3	45	Minnesota
1390506	M	TRUE	76000	Married	TRUE	Homeowner with mortgage/loan	FALSE	2	33	Illinois
1391586	M	NA	22000	Married	TRUE	Homeowner free and clear	FALSE	4	64	Ohio
1392011	F	TRUE	402000	Married	TRUE	Homeowner free and clear	FALSE	1	50	Virginia
1392648	M	TRUE	70000	Married	TRUE	Homeowner with mortgage/loan	FALSE	5	60	Michigan
1393413	M	TRUE	9100	Never Married	TRUE	Occupied with no rent	FALSE	1	64	New Jersey
1393715	F	FALSE	25500	Never Married	TRUE	Rented	FALSE	1	48	Nebraska
1398054	M	TRUE	125000	Married	TRUE	Homeowner with mortgage/loan	FALSE	3	34	Maryland
1400440	M	NA	0	Married	TRUE	NA	NA	NA	37	Missouri
1401383	F	TRUE	50000	Married	TRUE	Homeowner with mortgage/loan	FALSE	2	57	Michigan
1401938	F	TRUE	32000	Divorced/Separated	TRUE	Rented	FALSE	2	24	California
1402550	M	TRUE	200000	Married	TRUE	Homeowner with mortgage/loan	TRUE	2	37	Florida
1403515	M	TRUE	382500	Married	TRUE	Homeowner with mortgage/loan	FALSE	3	66	Indiana
1405584	F	NA	4000	Married	TRUE	Homeowner with mortgage/loan	FALSE	2	55	California
1407195	M	TRUE	33000	Never Married	FALSE	Homeowner with mortgage/loan	TRUE	1	30	Michigan
1407867	M	TRUE	100300	Divorced/Separated	TRUE	Homeowner with mortgage/loan	FALSE	3	53	Arizona
1407895	M	TRUE	35000	Married	TRUE	Homeowner with mortgage/loan	FALSE	2	55	Hawaii
1407916	M	TRUE	30000	Never Married	TRUE	Homeowner with mortgage/loan	FALSE	1	46	Louisiana
1408280	F	TRUE	18000	Married	TRUE	Homeowner with mortgage/loan	FALSE	4	52	Wisconsin
1408913	F	NA	1000	Married	TRUE	Rented	FALSE	0	60	Michigan
1409249	M	NA	36200	Married	TRUE	Homeowner free and clear	FALSE	5	73	New York
1411132	F	FALSE	46000	Divorced/Separated	TRUE	Rented	TRUE	1	56	Florida
1411860	F	NA	5400	Widowed	TRUE	NA	NA	NA	89	Pennsylvania
1412161	M	TRUE	38500	Married	TRUE	Rented	TRUE	1	29	Georgia
1412971	M	NA	43400	Married	TRUE	Homeowner free and clear	FALSE	1	88	Ohio
1414286	F	FALSE	20900	Married	FALSE	Rented	FALSE	2	36	New York
